1998,66096,63576,2520
1999,67676,65278,2398
2000,50628,48758,1870
2001,55804,53732,2072
2002,59512,57398,2114
2003,63796,61594,2202
2004,58016,56062,1954
2005,55966,54128,1838
2006,70524,68075,2449
2007,90732,87553,3179
2008,103435,99842,3593
2009,115920,111853,4067
2010,120194,116002,4192
2011,128253,123648,4605
2012,136638,131732,4906
2013,144098,138906,5192
2014,158690,152902,5788
2015,177262,170754,6508
2016,200727,192354,8373
2017,232340,222444,9896
